version	upstream_sha	upstream_file	cpp_type	cpp_field	cpp_declared_type	declaration_line	configuration	rust_owner	rust_field	construction_and_publication	mutation_thread	submission_and_completion	destruction_order	null_and_failure	safe_rust_adaptation	mapping_status	translation_status	evidence
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/gpu.hpp	AtlasTransform	translateY	float	1490	all	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/gpu_hpp.rs	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/gpu_hpp.rs::atlas_transform.translate_y (f32)	Pinned declaration `float translateY;` makes AtlasTransform.translateY copied value state. Construct it inside AtlasTransform and publish the enclosing owner only after this field's initializer and every earlier field initializer succeed.	AtlasTransform.translateY: Only source methods of the enclosing owner may update this value; copy the exact write sites and keep renderer-recording-thread confinement unless the source declares synchronization.	AtlasTransform.translateY is copied value state copied into or read while building flush state. Snapshot it before submission when consumed by GPU work; the plain value itself owns no completion resource.	AtlasTransform.translateY: This field has no independent heap/native ownership and drops with the enclosing record after later-declared dependents.	AtlasTransform.translateY: The declaration does not establish a nullable owner. Preserve its exact default/constructor value and source assertions; conversion or allocation failure must abort enclosing-owner publication.	Translate exactly as f32. Use the concrete f32 copied value type with the pinned signedness, width, enum discriminants, and record layout.	prepared	verified	cpp:renderer/include/rive/renderer/gpu.hpp:1490;cpp:renderer/include/rive/renderer/gpu.hpp:1490-1490
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/gpu.hpp	CoverageBufferRange	offset	uint32_t	1499	all	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/gpu_hpp.rs	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/gpu_hpp.rs::coverage_buffer_range.offset (u32)	Pinned declaration `uint32_t offset;` makes CoverageBufferRange.offset copied value state. Construct it inside CoverageBufferRange and publish the enclosing owner only after this field's initializer and every earlier field initializer succeed.	CoverageBufferRange.offset: Only source methods of the enclosing owner may update this value; copy the exact write sites and keep renderer-recording-thread confinement unless the source declares synchronization.	CoverageBufferRange.offset is copied value state copied into or read while building flush state. Snapshot it before submission when consumed by GPU work; the plain value itself owns no completion resource.	CoverageBufferRange.offset: This field has no independent heap/native ownership and drops with the enclosing record after later-declared dependents.	CoverageBufferRange.offset: The declaration does not establish a nullable owner. Preserve its exact default/constructor value and source assertions; conversion or allocation failure must abort enclosing-owner publication.	Translate exactly as u32. Use the concrete u32 copied value type with the pinned signedness, width, enum discriminants, and record layout.	prepared	verified	cpp:renderer/include/rive/renderer/gpu.hpp:1499;cpp:renderer/include/rive/renderer/gpu.hpp:1499-1499
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/gpu.hpp	CoverageBufferRange	pitch	uint32_t	1502	all	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/gpu_hpp.rs	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/gpu_hpp.rs::coverage_buffer_range.pitch (u32)	Pinned declaration `uint32_t pitch;` makes CoverageBufferRange.pitch copied value state. Construct it inside CoverageBufferRange and publish the enclosing owner only after this field's initializer and every earlier field initializer succeed.	CoverageBufferRange.pitch: Only source methods of the enclosing owner may update this value; copy the exact write sites and keep renderer-recording-thread confinement unless the source declares synchronization.	CoverageBufferRange.pitch is copied value state copied into or read while building flush state. Snapshot it before submission when consumed by GPU work; the plain value itself owns no completion resource.	CoverageBufferRange.pitch: This field has no independent heap/native ownership and drops with the enclosing record after later-declared dependents.	CoverageBufferRange.pitch: The declaration does not establish a nullable owner. Preserve its exact default/constructor value and source assertions; conversion or allocation failure must abort enclosing-owner publication.	Translate exactly as u32. Use the concrete u32 copied value type with the pinned signedness, width, enum discriminants, and record layout.	prepared	verified	cpp:renderer/include/rive/renderer/gpu.hpp:1502;cpp:renderer/include/rive/renderer/gpu.hpp:1502-1502
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/gpu.hpp	CoverageBufferRange	offsetX	float	1504	all	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/gpu_hpp.rs	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/gpu_hpp.rs::coverage_buffer_range.offset_x (f32)	Pinned declaration `float offsetX;` makes CoverageBufferRange.offsetX copied value state. Construct it inside CoverageBufferRange and publish the enclosing owner only after this field's initializer and every earlier field initializer succeed.	CoverageBufferRange.offsetX: Only source methods of the enclosing owner may update this value; copy the exact write sites and keep renderer-recording-thread confinement unless the source declares synchronization.	CoverageBufferRange.offsetX is copied value state copied into or read while building flush state. Snapshot it before submission when consumed by GPU work; the plain value itself owns no completion resource.	CoverageBufferRange.offsetX: This field has no independent heap/native ownership and drops with the enclosing record after later-declared dependents.	CoverageBufferRange.offsetX: The declaration does not establish a nullable owner. Preserve its exact default/constructor value and source assertions; conversion or allocation failure must abort enclosing-owner publication.	Translate exactly as f32. Use the concrete f32 copied value type with the pinned signedness, width, enum discriminants, and record layout.	prepared	verified	cpp:renderer/include/rive/renderer/gpu.hpp:1504;cpp:renderer/include/rive/renderer/gpu.hpp:1504-1504
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/gpu.hpp	CoverageBufferRange	offsetY	float	1505	all	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/gpu_hpp.rs	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/gpu_hpp.rs::coverage_buffer_range.offset_y (f32)	Pinned declaration `float offsetY;` makes CoverageBufferRange.offsetY copied value state. Construct it inside CoverageBufferRange and publish the enclosing owner only after this field's initializer and every earlier field initializer succeed.	CoverageBufferRange.offsetY: Only source methods of the enclosing owner may update this value; copy the exact write sites and keep renderer-recording-thread confinement unless the source declares synchronization.	CoverageBufferRange.offsetY is copied value state copied into or read while building flush state. Snapshot it before submission when consumed by GPU work; the plain value itself owns no completion resource.	CoverageBufferRange.offsetY: This field has no independent heap/native ownership and drops with the enclosing record after later-declared dependents.	CoverageBufferRange.offsetY: The declaration does not establish a nullable owner. Preserve its exact default/constructor value and source assertions; conversion or allocation failure must abort enclosing-owner publication.	Translate exactly as f32. Use the concrete f32 copied value type with the pinned signedness, width, enum discriminants, and record layout.	prepared	verified	cpp:renderer/include/rive/renderer/gpu.hpp:1505;cpp:renderer/include/rive/renderer/gpu.hpp:1505-1505
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/gpu.hpp	PathData	m_matrix	volatile float[6]	1524	all	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/gpu_hpp.rs	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/gpu_hpp.rs::path_data.m_matrix (a fixed Rust array with source ABI width and initialization)	Pinned declaration `WRITEONLY float m_matrix[6];` makes PathData.m_matrix inline fixed-size value. Construct it inside PathData and publish the enclosing owner only after this field's initializer and every earlier field initializer succeed.	PathData.m_matrix: Only source methods of the enclosing owner may update this value; copy the exact write sites and keep renderer-recording-thread confinement unless the source declares synchronization.	PathData.m_matrix is inline fixed-size value copied into or read while building flush state. Snapshot it before submission when consumed by GPU work; the plain value itself owns no completion resource.	PathData.m_matrix: This field has no independent heap/native ownership and drops with the enclosing record after later-declared dependents.	PathData.m_matrix: The declaration does not establish a nullable owner. Preserve its exact default/constructor value and source assertions; conversion or allocation failure must abort enclosing-owner publication.	Translate `WRITEONLY float m_matrix[6];` at `crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/gpu_hpp.rs::path_data.m_matrix` as a fixed Rust array with source ABI width and initialization. This records inline fixed-size value, not a correspondence claim to the existing split implementation; translation remains pending until the mechanical target and receipt exist.	prepared	verified	cpp:renderer/include/rive/renderer/gpu.hpp:1524;cpp:renderer/include/rive/renderer/gpu.hpp:1524-1524
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/gpu.hpp	PathData	m_strokeRadius	volatile float	1526	all	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/gpu_hpp.rs	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/gpu_hpp.rs::path_data.m_stroke_radius (VolatileGpuWrite<f32>, source-layout mapped GPU write)	Place VolatileGpuWrite<f32> at the exact source field offset in the enclosing repr(C) record; initialize it only at the pinned mapped-buffer write sites before publication.	Renderer recording-thread code mutates this mapped GPU field through core::ptr::write_volatile; ordinary Rust loads/stores and references that erase volatile semantics are forbidden.	The exact ABI bytes written through the volatile field are consumed by the submitted GPU buffer; its backing mapped-buffer lease remains alive through completion.	VolatileGpuWrite<f32> is repr(transparent) over f32 and owns no independent resource; the mapped-buffer lease controls lifetime.	This fixed-layout field has no nullable or partial representation; mapping or bounds failure prevents the enclosing record from being published.	Translate exactly as repr(transparent) VolatileGpuWrite<f32>, written with core::ptr::write_volatile, with size/alignment/offset assertions matching volatile float.	prepared	verified	cpp:renderer/include/rive/renderer/gpu.hpp:1526;cpp:renderer/include/rive/renderer/gpu.hpp:1526-1526
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/gpu.hpp	PathData	m_featherRadius	volatile float	1527	all	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/gpu_hpp.rs	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/gpu_hpp.rs::path_data.m_feather_radius (VolatileGpuWrite<f32>, source-layout mapped GPU write)	Place VolatileGpuWrite<f32> at the exact source field offset in the enclosing repr(C) record; initialize it only at the pinned mapped-buffer write sites before publication.	Renderer recording-thread code mutates this mapped GPU field through core::ptr::write_volatile; ordinary Rust loads/stores and references that erase volatile semantics are forbidden.	The exact ABI bytes written through the volatile field are consumed by the submitted GPU buffer; its backing mapped-buffer lease remains alive through completion.	VolatileGpuWrite<f32> is repr(transparent) over f32 and owns no independent resource; the mapped-buffer lease controls lifetime.	This fixed-layout field has no nullable or partial representation; mapping or bounds failure prevents the enclosing record from being published.	Translate exactly as repr(transparent) VolatileGpuWrite<f32>, written with core::ptr::write_volatile, with size/alignment/offset assertions matching volatile float.	prepared	verified	cpp:renderer/include/rive/renderer/gpu.hpp:1527;cpp:renderer/include/rive/renderer/gpu.hpp:1527-1527
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/gpu.hpp	PathData	m_zIndex	volatile uint32_t	1529	all	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/gpu_hpp.rs	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/gpu_hpp.rs::path_data.m_z_index (VolatileGpuWrite<u32>, source-layout mapped GPU write)	Place VolatileGpuWrite<u32> at the exact source field offset in the enclosing repr(C) record; initialize it only at the pinned mapped-buffer write sites before publication.	Renderer recording-thread code mutates this mapped GPU field through core::ptr::write_volatile; ordinary Rust loads/stores and references that erase volatile semantics are forbidden.	The exact ABI bytes written through the volatile field are consumed by the submitted GPU buffer; its backing mapped-buffer lease remains alive through completion.	VolatileGpuWrite<u32> is repr(transparent) over u32 and owns no independent resource; the mapped-buffer lease controls lifetime.	This fixed-layout field has no nullable or partial representation; mapping or bounds failure prevents the enclosing record from being published.	Translate exactly as repr(transparent) VolatileGpuWrite<u32>, written with core::ptr::write_volatile, with size/alignment/offset assertions matching volatile uint32_t.	prepared	verified	cpp:renderer/include/rive/renderer/gpu.hpp:1529;cpp:renderer/include/rive/renderer/gpu.hpp:1529-1529
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/gpu.hpp	PathData	m_featherAtlasTransform	volatile AtlasTransform	1531	all	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/gpu_hpp.rs	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/gpu_hpp.rs::path_data.m_feather_atlas_transform (VolatileGpuWrite<AtlasTransform>, source-layout mapped GPU write)	Place VolatileGpuWrite<AtlasTransform> at the exact source field offset in the enclosing repr(C) record; initialize it only at the pinned mapped-buffer write sites before publication.	Renderer recording-thread code mutates this mapped GPU field through core::ptr::write_volatile; ordinary Rust loads/stores and references that erase volatile semantics are forbidden.	The exact ABI bytes written through the volatile field are consumed by the submitted GPU buffer; its backing mapped-buffer lease remains alive through completion.	VolatileGpuWrite<AtlasTransform> is repr(transparent) over AtlasTransform and owns no independent resource; the mapped-buffer lease controls lifetime.	This fixed-layout field has no nullable or partial representation; mapping or bounds failure prevents the enclosing record from being published.	Translate exactly as repr(transparent) VolatileGpuWrite<AtlasTransform>, written with core::ptr::write_volatile, with size/alignment/offset assertions matching volatile AtlasTransform.	prepared	verified	cpp:renderer/include/rive/renderer/gpu.hpp:1531;cpp:renderer/include/rive/renderer/gpu.hpp:1531-1531
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/gpu.hpp	PathData	m_coverageBufferRange	volatile CoverageBufferRange	1533	all	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/gpu_hpp.rs	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/gpu_hpp.rs::path_data.m_coverage_buffer_range (VolatileGpuWrite<CoverageBufferRange>, source-layout mapped GPU write)	Place VolatileGpuWrite<CoverageBufferRange> at the exact source field offset in the enclosing repr(C) record; initialize it only at the pinned mapped-buffer write sites before publication.	Renderer recording-thread code mutates this mapped GPU field through core::ptr::write_volatile; ordinary Rust loads/stores and references that erase volatile semantics are forbidden.	The exact ABI bytes written through the volatile field are consumed by the submitted GPU buffer; its backing mapped-buffer lease remains alive through completion.	VolatileGpuWrite<CoverageBufferRange> is repr(transparent) over CoverageBufferRange and owns no independent resource; the mapped-buffer lease controls lifetime.	This fixed-layout field has no nullable or partial representation; mapping or bounds failure prevents the enclosing record from being published.	Translate exactly as repr(transparent) VolatileGpuWrite<CoverageBufferRange>, written with core::ptr::write_volatile, with size/alignment/offset assertions matching volatile CoverageBufferRange.	prepared	verified	cpp:renderer/include/rive/renderer/gpu.hpp:1533;cpp:renderer/include/rive/renderer/gpu.hpp:1533-1533
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/gpu.hpp	PaintData	m_params	volatile uint32_t	1559	all	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/gpu_hpp.rs	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/gpu_hpp.rs::paint_data.m_params (VolatileGpuWrite<u32>, source-layout mapped GPU write)	Place VolatileGpuWrite<u32> at the exact source field offset in the enclosing repr(C) record; initialize it only at the pinned mapped-buffer write sites before publication.	Renderer recording-thread code mutates this mapped GPU field through core::ptr::write_volatile; ordinary Rust loads/stores and references that erase volatile semantics are forbidden.	The exact ABI bytes written through the volatile field are consumed by the submitted GPU buffer; its backing mapped-buffer lease remains alive through completion.	VolatileGpuWrite<u32> is repr(transparent) over u32 and owns no independent resource; the mapped-buffer lease controls lifetime.	This fixed-layout field has no nullable or partial representation; mapping or bounds failure prevents the enclosing record from being published.	Translate exactly as repr(transparent) VolatileGpuWrite<u32>, written with core::ptr::write_volatile, with size/alignment/offset assertions matching volatile uint32_t.	prepared	verified	cpp:renderer/include/rive/renderer/gpu.hpp:1559;cpp:renderer/include/rive/renderer/gpu.hpp:1559-1559
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/gpu.hpp	PaintData	<anonymous-union@1560>	rive::gpu::PaintData::(anonymous union at renderer/include/rive/renderer/gpu.hpp:1560:5)	1560	all	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/gpu_hpp.rs	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/gpu_hpp.rs::paint_data.anonymous_union_1560 (#[repr(C)] union PaintDataValue { color: VolatileGpuWrite<u32>, grad_texture_y: VolatileGpuWrite<f32>, opacity: VolatileGpuWrite<f32>, shifted_clip_replacement_id: VolatileGpuWrite<u32> })	Construct exactly one union arm at the source offset; the active interpretation is selected by the external PaintType encoded in PaintData.m_params, and no extra in-band Rust enum tag may change layout.	Renderer recording-thread code writes only the arm selected by the source discriminator using volatile field writes; reading an inactive arm is forbidden.	The union bytes remain embedded in the mapped GPU record and are consumed according to the same external shader/source discriminator through submission.	The repr(C) union contains only copyable volatile ABI fields and has no independent destructor or heap ownership.	There is no null arm; an invalid discriminator/arm combination is rejected before the enclosing mapped record is published.	Translate exactly as #[repr(C)] union PaintDataValue { color: VolatileGpuWrite<u32>, grad_texture_y: VolatileGpuWrite<f32>, opacity: VolatileGpuWrite<f32>, shifted_clip_replacement_id: VolatileGpuWrite<u32> } and bind its active arm to the PaintType encoded in PaintData.m_params; assert union size, alignment, and enclosing offset against the pinned layout.	prepared	verified	cpp:renderer/include/rive/renderer/gpu.hpp:1560;cpp:renderer/include/rive/renderer/gpu.hpp:1560-1560
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/gpu.hpp	PaintData::<anonymous union>	m_color	volatile uint32_t	1562	all	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/gpu_hpp.rs	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/gpu_hpp.rs::paint_data__anonymousunion.m_color (VolatileGpuWrite<u32>, source-layout mapped GPU write)	Place VolatileGpuWrite<u32> at the exact source field offset in the enclosing repr(C) record; initialize it only at the pinned mapped-buffer write sites before publication.	Renderer recording-thread code mutates this mapped GPU field through core::ptr::write_volatile; ordinary Rust loads/stores and references that erase volatile semantics are forbidden.	The exact ABI bytes written through the volatile field are consumed by the submitted GPU buffer; its backing mapped-buffer lease remains alive through completion.	VolatileGpuWrite<u32> is repr(transparent) over u32 and owns no independent resource; the mapped-buffer lease controls lifetime.	This fixed-layout field has no nullable or partial representation; mapping or bounds failure prevents the enclosing record from being published.	Translate exactly as repr(transparent) VolatileGpuWrite<u32>, written with core::ptr::write_volatile, with size/alignment/offset assertions matching volatile uint32_t.	prepared	verified	cpp:renderer/include/rive/renderer/gpu.hpp:1562;cpp:renderer/include/rive/renderer/gpu.hpp:1562-1562
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/gpu.hpp	PaintData::<anonymous union>	m_gradTextureY	volatile float	1563	all	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/gpu_hpp.rs	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/gpu_hpp.rs::paint_data__anonymousunion.m_grad_texture_y (VolatileGpuWrite<f32>, source-layout mapped GPU write)	Place VolatileGpuWrite<f32> at the exact source field offset in the enclosing repr(C) record; initialize it only at the pinned mapped-buffer write sites before publication.	Renderer recording-thread code mutates this mapped GPU field through core::ptr::write_volatile; ordinary Rust loads/stores and references that erase volatile semantics are forbidden.	The exact ABI bytes written through the volatile field are consumed by the submitted GPU buffer; its backing mapped-buffer lease remains alive through completion.	VolatileGpuWrite<f32> is repr(transparent) over f32 and owns no independent resource; the mapped-buffer lease controls lifetime.	This fixed-layout field has no nullable or partial representation; mapping or bounds failure prevents the enclosing record from being published.	Translate exactly as repr(transparent) VolatileGpuWrite<f32>, written with core::ptr::write_volatile, with size/alignment/offset assertions matching volatile float.	prepared	verified	cpp:renderer/include/rive/renderer/gpu.hpp:1563;cpp:renderer/include/rive/renderer/gpu.hpp:1563-1563
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/gpu.hpp	PaintData::<anonymous union>	m_opacity	volatile float	1565	all	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/gpu_hpp.rs	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/gpu_hpp.rs::paint_data__anonymousunion.m_opacity (VolatileGpuWrite<f32>, source-layout mapped GPU write)	Place VolatileGpuWrite<f32> at the exact source field offset in the enclosing repr(C) record; initialize it only at the pinned mapped-buffer write sites before publication.	Renderer recording-thread code mutates this mapped GPU field through core::ptr::write_volatile; ordinary Rust loads/stores and references that erase volatile semantics are forbidden.	The exact ABI bytes written through the volatile field are consumed by the submitted GPU buffer; its backing mapped-buffer lease remains alive through completion.	VolatileGpuWrite<f32> is repr(transparent) over f32 and owns no independent resource; the mapped-buffer lease controls lifetime.	This fixed-layout field has no nullable or partial representation; mapping or bounds failure prevents the enclosing record from being published.	Translate exactly as repr(transparent) VolatileGpuWrite<f32>, written with core::ptr::write_volatile, with size/alignment/offset assertions matching volatile float.	prepared	verified	cpp:renderer/include/rive/renderer/gpu.hpp:1565;cpp:renderer/include/rive/renderer/gpu.hpp:1565-1565
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/gpu.hpp	PaintData::<anonymous union>	m_shiftedClipReplacementID	volatile uint32_t	1566	all	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/gpu_hpp.rs	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/gpu_hpp.rs::paint_data__anonymousunion.m_shifted_clip_replacement_i_d (VolatileGpuWrite<u32>, source-layout mapped GPU write)	Place VolatileGpuWrite<u32> at the exact source field offset in the enclosing repr(C) record; initialize it only at the pinned mapped-buffer write sites before publication.	Renderer recording-thread code mutates this mapped GPU field through core::ptr::write_volatile; ordinary Rust loads/stores and references that erase volatile semantics are forbidden.	The exact ABI bytes written through the volatile field are consumed by the submitted GPU buffer; its backing mapped-buffer lease remains alive through completion.	VolatileGpuWrite<u32> is repr(transparent) over u32 and owns no independent resource; the mapped-buffer lease controls lifetime.	This fixed-layout field has no nullable or partial representation; mapping or bounds failure prevents the enclosing record from being published.	Translate exactly as repr(transparent) VolatileGpuWrite<u32>, written with core::ptr::write_volatile, with size/alignment/offset assertions matching volatile uint32_t.	prepared	verified	cpp:renderer/include/rive/renderer/gpu.hpp:1566;cpp:renderer/include/rive/renderer/gpu.hpp:1566-1566
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/gpu.hpp	PaintAuxData	m_matrix	volatile float[6]	1593	all	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/gpu_hpp.rs	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/gpu_hpp.rs::paint_aux_data.m_matrix (a fixed Rust array with source ABI width and initialization)	Pinned declaration `WRITEONLY float m_matrix[6]; // Maps _fragCoord to paint coordinates.` makes PaintAuxData.m_matrix inline fixed-size value. Construct it inside PaintAuxData and publish the enclosing owner only after this field's initializer and every earlier field initializer succeed.	PaintAuxData.m_matrix: Only source methods of the enclosing owner may update this value; copy the exact write sites and keep renderer-recording-thread confinement unless the source declares synchronization.	PaintAuxData.m_matrix is inline fixed-size value copied into or read while building flush state. Snapshot it before submission when consumed by GPU work; the plain value itself owns no completion resource.	PaintAuxData.m_matrix: This field has no independent heap/native ownership and drops with the enclosing record after later-declared dependents.	PaintAuxData.m_matrix: The declaration does not establish a nullable owner. Preserve its exact default/constructor value and source assertions; conversion or allocation failure must abort enclosing-owner publication.	Translate `WRITEONLY float m_matrix[6]; // Maps _fragCoord to paint coordinates.` at `crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/gpu_hpp.rs::paint_aux_data.m_matrix` as a fixed Rust array with source ABI width and initialization. This records inline fixed-size value, not a correspondence claim to the existing split implementation; translation remains pending until the mechanical target and receipt exist.	prepared	verified	cpp:renderer/include/rive/renderer/gpu.hpp:1593;cpp:renderer/include/rive/renderer/gpu.hpp:1593-1593
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/gpu.hpp	PaintAuxData	<anonymous-union@1594>	rive::gpu::PaintAuxData::(anonymous union at renderer/include/rive/renderer/gpu.hpp:1594:5)	1594	all	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/gpu_hpp.rs	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/gpu_hpp.rs::paint_aux_data.anonymous_union_1594 (#[repr(C)] union PaintAuxDataValue { grad_texture_horizontal_span: [VolatileGpuWrite<f32>; 2], image_texture_lod: VolatileGpuWrite<f32> })	Construct exactly one union arm at the source offset; the active interpretation is selected by the external PaintType supplied to PaintAuxData::set, and no extra in-band Rust enum tag may change layout.	Renderer recording-thread code writes only the arm selected by the source discriminator using volatile field writes; reading an inactive arm is forbidden.	The union bytes remain embedded in the mapped GPU record and are consumed according to the same external shader/source discriminator through submission.	The repr(C) union contains only copyable volatile ABI fields and has no independent destructor or heap ownership.	There is no null arm; an invalid discriminator/arm combination is rejected before the enclosing mapped record is published.	Translate exactly as #[repr(C)] union PaintAuxDataValue { grad_texture_horizontal_span: [VolatileGpuWrite<f32>; 2], image_texture_lod: VolatileGpuWrite<f32> } and bind its active arm to the PaintType supplied to PaintAuxData::set; assert union size, alignment, and enclosing offset against the pinned layout.	prepared	verified	cpp:renderer/include/rive/renderer/gpu.hpp:1594;cpp:renderer/include/rive/renderer/gpu.hpp:1594-1594
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/gpu.hpp	PaintAuxData	m_clipRectInverseMatrix	volatile float[6]	1602	all	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/gpu_hpp.rs	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/gpu_hpp.rs::paint_aux_data.m_clip_rect_inverse_matrix (a fixed Rust array with source ABI width and initialization)	Pinned declaration `WRITEONLY float m_clipRectInverseMatrix[6]; // Maps _fragCoord to normalized` makes PaintAuxData.m_clipRectInverseMatrix inline fixed-size value. Construct it inside PaintAuxData and publish the enclosing owner only after this field's initializer and every earlier field initializer succeed.	PaintAuxData.m_clipRectInverseMatrix: Only source methods of the enclosing owner may update this value; copy the exact write sites and keep renderer-recording-thread confinement unless the source declares synchronization.	PaintAuxData.m_clipRectInverseMatrix is inline fixed-size value copied into or read while building flush state. Snapshot it before submission when consumed by GPU work; the plain value itself owns no completion resource.	PaintAuxData.m_clipRectInverseMatrix: This field has no independent heap/native ownership and drops with the enclosing record after later-declared dependents.	PaintAuxData.m_clipRectInverseMatrix: The declaration does not establish a nullable owner. Preserve its exact default/constructor value and source assertions; conversion or allocation failure must abort enclosing-owner publication.	Translate `WRITEONLY float m_clipRectInverseMatrix[6]; // Maps _fragCoord to normalized` at `crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/gpu_hpp.rs::paint_aux_data.m_clip_rect_inverse_matrix` as a fixed Rust array with source ABI width and initialization. This records inline fixed-size value, not a correspondence claim to the existing split implementation; translation remains pending until the mechanical target and receipt exist.	prepared	verified	cpp:renderer/include/rive/renderer/gpu.hpp:1602;cpp:renderer/include/rive/renderer/gpu.hpp:1602-1602
