campaign	source_path	line	dependency_syntax	dependency_token	resolution_kind	resolved_path	resolved_sha256	source_unit	dependency_unit
vulkan	renderer/src/vulkan/draw_shader_vulkan.cpp	7	cpp-include	vulkan_shaders.hpp	owned-source	renderer/src/vulkan/vulkan_shaders.hpp	c973a2e7fc1b014eb449d674c8f393d1341c66f499ff15be983b09c0d0cb0eb7	vulkan:renderer:draw_shader	vulkan:renderer:vulkan_shaders
vulkan	renderer/src/vulkan/draw_shader_vulkan.hpp	7	cpp-include	rive/refcnt.hpp	pinned-source-external	include/rive/refcnt.hpp	5a3c11ae5b6c5615c9bc8f719b0bcaa770984ef4a18381891e266936b2f2df7d	vulkan:renderer:draw_shader	-
vulkan	renderer/src/vulkan/draw_shader_vulkan.hpp	8	cpp-include	rive/renderer/gpu.hpp	pinned-source-external	renderer/include/rive/renderer/gpu.hpp	97ac849899dedb73a37a8958c58330862482337682b18f99d9b116f052640c9f	vulkan:renderer:draw_shader	-
vulkan	renderer/src/vulkan/draw_shader_vulkan.hpp	9	cpp-include	vulkan/vulkan.h	external-sdk-or-system	-	-	vulkan:renderer:draw_shader	-
vulkan	renderer/src/vulkan/pipeline_manager_vulkan.cpp	5	cpp-include	rive/math/bitwise.hpp	pinned-source-external	include/rive/math/bitwise.hpp	7436f3856417fbc5da5f8e6d6209388754e92f26d41208cd9a8e549687b85147	vulkan:renderer:pipeline_manager	-
vulkan	renderer/src/vulkan/pipeline_manager_vulkan.cpp	6	cpp-include	rive/renderer/vulkan/render_context_vulkan_impl.hpp	owned-source	renderer/include/rive/renderer/vulkan/render_context_vulkan_impl.hpp	3e11537fd433b50b59ca30e34a7688aba931f372c57e4ca14322b5307eaae294	vulkan:renderer:pipeline_manager	vulkan:renderer:render_context_vulkan_impl
vulkan	renderer/src/vulkan/pipeline_manager_vulkan.cpp	7	cpp-include	shaders/constants.glsl	owned-source	renderer/src/shaders/constants.glsl	eefc0b9115beb4fe87b85431b0c683fdec73244c044278e97fdba0c96014bb56	vulkan:renderer:pipeline_manager	shader:source:constants
vulkan	renderer/src/vulkan/pipeline_manager_vulkan.cpp	8	cpp-include	draw_pipeline_layout_vulkan.hpp	owned-source	renderer/src/vulkan/draw_pipeline_layout_vulkan.hpp	eb0d68eb2db0c64680e70ee9c2c223266a182612b26af2e40cde3302ba9261a0	vulkan:renderer:pipeline_manager	vulkan:renderer:draw_pipeline_layout
vulkan	renderer/src/vulkan/pipeline_manager_vulkan.cpp	9	cpp-include	pipeline_manager_vulkan.hpp	owned-source	renderer/src/vulkan/pipeline_manager_vulkan.hpp	1c3ab80e28d67f6a4921e52a53f686fb42639218c5f3a9db8e38440a8c9a8072	vulkan:renderer:pipeline_manager	vulkan:renderer:pipeline_manager
vulkan	renderer/src/vulkan/pipeline_manager_vulkan.hpp	7	cpp-include	rive/renderer/async_pipeline_manager.hpp	pinned-source-external	renderer/include/rive/renderer/async_pipeline_manager.hpp	52486697482789d71380583085953de656547fc5474518ec6d9f297edef04186	vulkan:renderer:pipeline_manager	-
vulkan	renderer/src/vulkan/pipeline_manager_vulkan.hpp	8	cpp-include	draw_pipeline_vulkan.hpp	owned-source	renderer/src/vulkan/draw_pipeline_vulkan.hpp	13c76fa90bdeb3713f465ab078d1b1871234dfe94c3ee924b96d23b5abc7d80e	vulkan:renderer:pipeline_manager	vulkan:renderer:draw_pipeline
vulkan	renderer/src/vulkan/pipeline_manager_vulkan.hpp	9	cpp-include	render_pass_vulkan.hpp	owned-source	renderer/src/vulkan/render_pass_vulkan.hpp	a1b01d9aa4d2d8b4795786a093346357fd270090e613e916fa7a4b2495b11be7	vulkan:renderer:pipeline_manager	vulkan:renderer:render_pass
vulkan	renderer/src/vulkan/render_context_vulkan_impl.cpp	5	cpp-include	rive/renderer/vulkan/render_context_vulkan_impl.hpp	owned-source	renderer/include/rive/renderer/vulkan/render_context_vulkan_impl.hpp	3e11537fd433b50b59ca30e34a7688aba931f372c57e4ca14322b5307eaae294	vulkan:renderer:render_context_vulkan_impl	vulkan:renderer:render_context_vulkan_impl
vulkan	renderer/src/vulkan/render_context_vulkan_impl.cpp	7	cpp-include	rive/decoders/astc_footprints.hpp	pinned-source-external	decoders/include/rive/decoders/astc_footprints.hpp	6f392e603c55713e3e3d2a8931cd67e4fb02af975cd32a3e5d6375db2fe077a7	vulkan:renderer:render_context_vulkan_impl	-
vulkan	renderer/src/vulkan/render_context_vulkan_impl.cpp	9	cpp-include	vulkan_shaders.hpp	owned-source	renderer/src/vulkan/vulkan_shaders.hpp	c973a2e7fc1b014eb449d674c8f393d1341c66f499ff15be983b09c0d0cb0eb7	vulkan:renderer:render_context_vulkan_impl	vulkan:renderer:vulkan_shaders
vulkan	renderer/src/vulkan/render_context_vulkan_impl.cpp	11	cpp-include	rive/renderer/render_canvas.hpp	pinned-source-external	renderer/include/rive/renderer/render_canvas.hpp	5dcb7b8ddcde6fe878555613fa8aa3fd37e56a7a4d36f7314d6706f4b20ae86d	vulkan:renderer:render_context_vulkan_impl	-
vulkan	renderer/src/vulkan/render_context_vulkan_impl.cpp	12	cpp-include	rive/renderer/ore/ore_context_vulkan.hpp	owned-source	renderer/include/rive/renderer/ore/ore_context_vulkan.hpp	2a72affe28481f467a249185998c6dfbe325bfb75663ff524ae9b025930672fd	vulkan:renderer:render_context_vulkan_impl	vulkan:ore:context
vulkan	renderer/src/vulkan/render_context_vulkan_impl.cpp	14	cpp-include	rive/renderer/stack_vector.hpp	pinned-source-external	renderer/include/rive/renderer/stack_vector.hpp	133abf6cebefc5b4b1e7e6d246d65747ad4504ca4fa073b6b5e6dea13797c896	vulkan:renderer:render_context_vulkan_impl	-
vulkan	renderer/src/vulkan/render_context_vulkan_impl.cpp	15	cpp-include	rive/renderer/texture.hpp	pinned-source-external	renderer/include/rive/renderer/texture.hpp	297c615ee0de054e28d2d6067316ac39b89fa3cea4de19d2b23aaf96395432b9	vulkan:renderer:render_context_vulkan_impl	-
vulkan	renderer/src/vulkan/render_context_vulkan_impl.cpp	16	cpp-include	rive/renderer/rive_render_buffer.hpp	pinned-source-external	renderer/include/rive/renderer/rive_render_buffer.hpp	14bf8018d6ff2d0ed528f37611b94ef9366e6a4570b53f18e3c896ca96442496	vulkan:renderer:render_context_vulkan_impl	-
vulkan	renderer/src/vulkan/render_context_vulkan_impl.cpp	17	cpp-include	rive/renderer/vulkan/render_target_vulkan.hpp	owned-source	renderer/include/rive/renderer/vulkan/render_target_vulkan.hpp	b9ad83d61ac6c283b24549e6c6f4d8af81fcdb97c0d0dba7e161ddb11c4c871b	vulkan:renderer:render_context_vulkan_impl	vulkan:renderer:render_target
vulkan	renderer/src/vulkan/render_context_vulkan_impl.cpp	18	cpp-include	shaders/constants.glsl	owned-source	renderer/src/shaders/constants.glsl	eefc0b9115beb4fe87b85431b0c683fdec73244c044278e97fdba0c96014bb56	vulkan:renderer:render_context_vulkan_impl	shader:source:constants
vulkan	renderer/src/vulkan/render_context_vulkan_impl.cpp	19	cpp-include	common_layouts.hpp	owned-source	renderer/src/vulkan/common_layouts.hpp	c2f0e3dbe79c0361e290a8b6e2cf9066787f011e900244ea8885c8921109de57	vulkan:renderer:render_context_vulkan_impl	vulkan:renderer:common_layouts
vulkan	renderer/src/vulkan/render_context_vulkan_impl.cpp	20	cpp-include	draw_pipeline_vulkan.hpp	owned-source	renderer/src/vulkan/draw_pipeline_vulkan.hpp	13c76fa90bdeb3713f465ab078d1b1871234dfe94c3ee924b96d23b5abc7d80e	vulkan:renderer:render_context_vulkan_impl	vulkan:renderer:draw_pipeline
vulkan	renderer/src/vulkan/render_context_vulkan_impl.cpp	21	cpp-include	draw_pipeline_layout_vulkan.hpp	owned-source	renderer/src/vulkan/draw_pipeline_layout_vulkan.hpp	eb0d68eb2db0c64680e70ee9c2c223266a182612b26af2e40cde3302ba9261a0	vulkan:renderer:render_context_vulkan_impl	vulkan:renderer:draw_pipeline_layout
vulkan	renderer/src/vulkan/render_context_vulkan_impl.cpp	22	cpp-include	draw_shader_vulkan.hpp	owned-source	renderer/src/vulkan/draw_shader_vulkan.hpp	8313771fe9b11251ffbb7af832dcb2916826746c5ed7425b303563c861fb77c7	vulkan:renderer:render_context_vulkan_impl	vulkan:renderer:draw_shader
vulkan	renderer/src/vulkan/render_context_vulkan_impl.cpp	23	cpp-include	pipeline_manager_vulkan.hpp	owned-source	renderer/src/vulkan/pipeline_manager_vulkan.hpp	1c3ab80e28d67f6a4921e52a53f686fb42639218c5f3a9db8e38440a8c9a8072	vulkan:renderer:render_context_vulkan_impl	vulkan:renderer:pipeline_manager
vulkan	renderer/src/vulkan/render_context_vulkan_impl.cpp	24	cpp-include	render_pass_vulkan.hpp	owned-source	renderer/src/vulkan/render_pass_vulkan.hpp	a1b01d9aa4d2d8b4795786a093346357fd270090e613e916fa7a4b2495b11be7	vulkan:renderer:render_context_vulkan_impl	vulkan:renderer:render_pass
vulkan	renderer/src/vulkan/render_context_vulkan_impl.cpp	25	cpp-include	instance_chunker.hpp	pinned-source-external	renderer/src/instance_chunker.hpp	195b25a8b869c994ade700de15aae06bf3a93cd3f417a493c7815d68530ed203	vulkan:renderer:render_context_vulkan_impl	-
vulkan	renderer/src/vulkan/render_context_vulkan_impl.cpp	26	cpp-include	sstream	external-sdk-or-system	-	-	vulkan:renderer:render_context_vulkan_impl	-
vulkan	renderer/src/vulkan/render_context_vulkan_impl.cpp	29	cpp-include	android/log.h	external-sdk-or-system	-	-	vulkan:renderer:render_context_vulkan_impl	-
vulkan	renderer/src/vulkan/render_context_vulkan_impl.cpp	30	cpp-include	android/api-level.h	external-sdk-or-system	-	-	vulkan:renderer:render_context_vulkan_impl	-
vulkan	renderer/src/vulkan/render_context_vulkan_impl.cpp	31	cpp-include	sys/system_properties.h	external-sdk-or-system	-	-	vulkan:renderer:render_context_vulkan_impl	-
vulkan	renderer/src/vulkan/render_pass_vulkan.cpp	5	cpp-include	optional	external-sdk-or-system	-	-	vulkan:renderer:render_pass	-
vulkan	renderer/src/vulkan/render_pass_vulkan.cpp	6	cpp-include	sstream	external-sdk-or-system	-	-	vulkan:renderer:render_pass	-
vulkan	renderer/src/vulkan/render_pass_vulkan.cpp	7	cpp-include	string	external-sdk-or-system	-	-	vulkan:renderer:render_pass	-
vulkan	renderer/src/vulkan/render_pass_vulkan.cpp	8	cpp-include	vulkan/vulkan.h	external-sdk-or-system	-	-	vulkan:renderer:render_pass	-
vulkan	renderer/src/vulkan/render_pass_vulkan.cpp	9	cpp-include	rive/renderer/vulkan/render_context_vulkan_impl.hpp	owned-source	renderer/include/rive/renderer/vulkan/render_context_vulkan_impl.hpp	3e11537fd433b50b59ca30e34a7688aba931f372c57e4ca14322b5307eaae294	vulkan:renderer:render_pass	vulkan:renderer:render_context_vulkan_impl
vulkan	renderer/src/vulkan/render_pass_vulkan.cpp	10	cpp-include	rive/renderer/stack_vector.hpp	pinned-source-external	renderer/include/rive/renderer/stack_vector.hpp	133abf6cebefc5b4b1e7e6d246d65747ad4504ca4fa073b6b5e6dea13797c896	vulkan:renderer:render_pass	-
vulkan	renderer/src/vulkan/render_pass_vulkan.cpp	11	cpp-include	shaders/constants.glsl	owned-source	renderer/src/shaders/constants.glsl	eefc0b9115beb4fe87b85431b0c683fdec73244c044278e97fdba0c96014bb56	vulkan:renderer:render_pass	shader:source:constants
vulkan	renderer/src/vulkan/render_pass_vulkan.cpp	12	cpp-include	common_layouts.hpp	owned-source	renderer/src/vulkan/common_layouts.hpp	c2f0e3dbe79c0361e290a8b6e2cf9066787f011e900244ea8885c8921109de57	vulkan:renderer:render_pass	vulkan:renderer:common_layouts
vulkan	renderer/src/vulkan/render_pass_vulkan.cpp	13	cpp-include	draw_pipeline_layout_vulkan.hpp	owned-source	renderer/src/vulkan/draw_pipeline_layout_vulkan.hpp	eb0d68eb2db0c64680e70ee9c2c223266a182612b26af2e40cde3302ba9261a0	vulkan:renderer:render_pass	vulkan:renderer:draw_pipeline_layout
vulkan	renderer/src/vulkan/render_pass_vulkan.cpp	14	cpp-include	pipeline_manager_vulkan.hpp	owned-source	renderer/src/vulkan/pipeline_manager_vulkan.hpp	1c3ab80e28d67f6a4921e52a53f686fb42639218c5f3a9db8e38440a8c9a8072	vulkan:renderer:render_pass	vulkan:renderer:pipeline_manager
vulkan	renderer/src/vulkan/render_pass_vulkan.cpp	15	cpp-include	render_pass_vulkan.hpp	owned-source	renderer/src/vulkan/render_pass_vulkan.hpp	a1b01d9aa4d2d8b4795786a093346357fd270090e613e916fa7a4b2495b11be7	vulkan:renderer:render_pass	vulkan:renderer:render_pass
vulkan	renderer/src/vulkan/render_pass_vulkan.hpp	7	cpp-include	vulkan/vulkan.h	external-sdk-or-system	-	-	vulkan:renderer:render_pass	-
vulkan	renderer/src/vulkan/render_pass_vulkan.hpp	8	cpp-include	rive/renderer/vulkan/vulkan_context.hpp	owned-source	renderer/include/rive/renderer/vulkan/vulkan_context.hpp	d1491ee3c8c551e628c1189d8461aa72618e74248380f6b582ac9a9fa7729777	vulkan:renderer:render_pass	vulkan:renderer:vulkan_context
vulkan	renderer/src/vulkan/render_pass_vulkan.hpp	9	cpp-include	rive/renderer/gpu.hpp	pinned-source-external	renderer/include/rive/renderer/gpu.hpp	97ac849899dedb73a37a8958c58330862482337682b18f99d9b116f052640c9f	vulkan:renderer:render_pass	-
vulkan	renderer/src/vulkan/render_target_vulkan.cpp	5	cpp-include	rive/renderer/vulkan/render_target_vulkan.hpp	owned-source	renderer/include/rive/renderer/vulkan/render_target_vulkan.hpp	b9ad83d61ac6c283b24549e6c6f4d8af81fcdb97c0d0dba7e161ddb11c4c871b	vulkan:renderer:render_target	vulkan:renderer:render_target
vulkan	renderer/src/vulkan/render_target_vulkan.cpp	7	cpp-include	rive/renderer/vulkan/render_context_vulkan_impl.hpp	owned-source	renderer/include/rive/renderer/vulkan/render_context_vulkan_impl.hpp	3e11537fd433b50b59ca30e34a7688aba931f372c57e4ca14322b5307eaae294	vulkan:renderer:render_target	vulkan:renderer:render_context_vulkan_impl
vulkan	renderer/src/vulkan/vkutil.cpp	5	cpp-include	rive/renderer/vulkan/vkutil.hpp	owned-source	renderer/include/rive/renderer/vulkan/vkutil.hpp	a953efddf15863a2bd98e4e747581785bd1e852ae1f6491693ee2e30a568115c	vulkan:renderer:vkutil	vulkan:renderer:vkutil
vulkan	renderer/src/vulkan/vkutil.cpp	7	cpp-include	rive/rive_types.hpp	pinned-source-external	include/rive/rive_types.hpp	c18c809de68463e887d1f18b75084991f949848fe3c492b88a9fed77c2661b86	vulkan:renderer:vkutil	-
vulkan	renderer/src/vulkan/vkutil.cpp	8	cpp-include	rive/renderer/vulkan/vulkan_context.hpp	owned-source	renderer/include/rive/renderer/vulkan/vulkan_context.hpp	d1491ee3c8c551e628c1189d8461aa72618e74248380f6b582ac9a9fa7729777	vulkan:renderer:vkutil	vulkan:renderer:vulkan_context
vulkan	renderer/src/vulkan/vkutil.cpp	9	cpp-include	vk_mem_alloc.h	external-sdk-or-system	-	-	vulkan:renderer:vkutil	-
vulkan	renderer/src/vulkan/vulkan_context.cpp	5	cpp-include	rive/renderer/vulkan/vulkan_context.hpp	owned-source	renderer/include/rive/renderer/vulkan/vulkan_context.hpp	d1491ee3c8c551e628c1189d8461aa72618e74248380f6b582ac9a9fa7729777	vulkan:renderer:vulkan_context	vulkan:renderer:vulkan_context
vulkan	renderer/src/vulkan/vulkan_context.cpp	7	cpp-include	rive/rive_types.hpp	pinned-source-external	include/rive/rive_types.hpp	c18c809de68463e887d1f18b75084991f949848fe3c492b88a9fed77c2661b86	vulkan:renderer:vulkan_context	-
vulkan	renderer/src/vulkan/vulkan_context.cpp	8	cpp-include	vk_mem_alloc.h	external-sdk-or-system	-	-	vulkan:renderer:vulkan_context	-
vulkan	renderer/src/vulkan/vulkan_memory_allocator.cpp	2	cpp-include	vk_mem_alloc.h	external-sdk-or-system	-	-	vulkan:renderer:vulkan_memory_allocator	-
vulkan	renderer/src/vulkan/vulkan_shaders.cpp	5	cpp-include	vulkan_shaders.hpp	owned-source	renderer/src/vulkan/vulkan_shaders.hpp	c973a2e7fc1b014eb449d674c8f393d1341c66f499ff15be983b09c0d0cb0eb7	vulkan:renderer:vulkan_shaders	vulkan:renderer:vulkan_shaders
vulkan	renderer/src/vulkan/vulkan_shaders.cpp	7	cpp-include	rive/span.hpp	pinned-source-external	include/rive/span.hpp	ef56c2b18792d1fac33b4796d7337d8c027f319d938a49d041ba5bb6277ba347	vulkan:renderer:vulkan_shaders	-
vulkan	renderer/src/vulkan/vulkan_shaders.cpp	14	cpp-include	generated/shaders/spirv/color_ramp.vert.h	generated-from-owned-source	renderer/src/shaders/spirv/color_ramp.main	076d5d45b3af0d27a138f41ac6fc32fd7411384cccc74c9a7b85c2cf376ea2e5	vulkan:renderer:vulkan_shaders	shader:source:color_ramp
vulkan	renderer/src/vulkan/vulkan_shaders.cpp	15	cpp-include	generated/shaders/spirv/color_ramp.frag.h	generated-from-owned-source	renderer/src/shaders/spirv/color_ramp.main	076d5d45b3af0d27a138f41ac6fc32fd7411384cccc74c9a7b85c2cf376ea2e5	vulkan:renderer:vulkan_shaders	shader:source:color_ramp
vulkan	renderer/src/vulkan/vulkan_shaders.cpp	16	cpp-include	generated/shaders/spirv/tessellate.vert.h	generated-from-owned-source	renderer/src/shaders/spirv/tessellate.main	9a50cb20894f19978864152d4852293a2052cba80573b80246dbce5f2f5a55a0	vulkan:renderer:vulkan_shaders	shader:source:tessellate
vulkan	renderer/src/vulkan/vulkan_shaders.cpp	17	cpp-include	generated/shaders/spirv/tessellate.frag.h	generated-from-owned-source	renderer/src/shaders/spirv/tessellate.main	9a50cb20894f19978864152d4852293a2052cba80573b80246dbce5f2f5a55a0	vulkan:renderer:vulkan_shaders	shader:source:tessellate
vulkan	renderer/src/vulkan/vulkan_shaders.cpp	18	cpp-include	generated/shaders/spirv/render_atlas.vert.h	generated-from-owned-source	renderer/src/shaders/spirv/render_atlas.vert	109e973cde4ace814cc88b472a9b3c1d85152a85b0068108027b9fbecfd552cb	vulkan:renderer:vulkan_shaders	shader:source:render_atlas
vulkan	renderer/src/vulkan/vulkan_shaders.cpp	19	cpp-include	generated/shaders/spirv/render_atlas_fill.frag.h	generated-from-owned-source	renderer/src/shaders/spirv/render_atlas_fill.frag	2ba6ac1bec020d443619622f060bee9fd978d0f3fcde65e715419968886d7f9a	vulkan:renderer:vulkan_shaders	shader:source:render_atlas_fill
vulkan	renderer/src/vulkan/vulkan_shaders.cpp	20	cpp-include	generated/shaders/spirv/render_atlas_stroke.frag.h	generated-from-owned-source	renderer/src/shaders/spirv/render_atlas_stroke.frag	03993d7ed74efdbf0f5db9e576b24b7be3661bd66bb66483b5752de77426d8aa	vulkan:renderer:vulkan_shaders	shader:source:render_atlas_stroke
vulkan	renderer/src/vulkan/vulkan_shaders.cpp	23	cpp-include	generated/shaders/spirv/draw_path.vert.h	generated-from-owned-source	renderer/src/shaders/spirv/draw_path.main	7e32273a1aa44b8bb8e6295ae209c1337abb871f4c0c1f2574e4e1eebb70b3e1	vulkan:renderer:vulkan_shaders	shader:source:draw_path
vulkan	renderer/src/vulkan/vulkan_shaders.cpp	24	cpp-include	generated/shaders/spirv/draw_path.frag.h	generated-from-owned-source	renderer/src/shaders/spirv/draw_path.main	7e32273a1aa44b8bb8e6295ae209c1337abb871f4c0c1f2574e4e1eebb70b3e1	vulkan:renderer:vulkan_shaders	shader:source:draw_path
vulkan	renderer/src/vulkan/vulkan_shaders.cpp	25	cpp-include	generated/shaders/spirv/draw_interior_triangles.vert.h	generated-from-owned-source	renderer/src/shaders/spirv/draw_interior_triangles.main	d214605c6ffc2b79f92772b931755349b558cf9a1b177d3259ce3a74a5f07fcb	vulkan:renderer:vulkan_shaders	shader:source:draw_interior_triangles
vulkan	renderer/src/vulkan/vulkan_shaders.cpp	26	cpp-include	generated/shaders/spirv/draw_interior_triangles.frag.h	generated-from-owned-source	renderer/src/shaders/spirv/draw_interior_triangles.main	d214605c6ffc2b79f92772b931755349b558cf9a1b177d3259ce3a74a5f07fcb	vulkan:renderer:vulkan_shaders	shader:source:draw_interior_triangles
vulkan	renderer/src/vulkan/vulkan_shaders.cpp	27	cpp-include	generated/shaders/spirv/draw_atlas_blit.vert.h	generated-from-owned-source	renderer/src/shaders/spirv/draw_atlas_blit.main	4c3658f7620b0ddaf931e0ea8eb73eb995297065785a38181004440f7cba7125	vulkan:renderer:vulkan_shaders	shader:source:draw_atlas_blit
vulkan	renderer/src/vulkan/vulkan_shaders.cpp	28	cpp-include	generated/shaders/spirv/draw_atlas_blit.frag.h	generated-from-owned-source	renderer/src/shaders/spirv/draw_atlas_blit.main	4c3658f7620b0ddaf931e0ea8eb73eb995297065785a38181004440f7cba7125	vulkan:renderer:vulkan_shaders	shader:source:draw_atlas_blit
vulkan	renderer/src/vulkan/vulkan_shaders.cpp	29	cpp-include	generated/shaders/spirv/draw_image_mesh.vert.h	generated-from-owned-source	renderer/src/shaders/spirv/draw_image_mesh.main	5b0ebe856998c737fd47caffaffffea5b6a59677a4dfb8a825f3cb77f0eec220	vulkan:renderer:vulkan_shaders	shader:source:draw_image_mesh
vulkan	renderer/src/vulkan/vulkan_shaders.cpp	30	cpp-include	generated/shaders/spirv/draw_image_mesh.frag.h	generated-from-owned-source	renderer/src/shaders/spirv/draw_image_mesh.main	5b0ebe856998c737fd47caffaffffea5b6a59677a4dfb8a825f3cb77f0eec220	vulkan:renderer:vulkan_shaders	shader:source:draw_image_mesh
vulkan	renderer/src/vulkan/vulkan_shaders.cpp	33	cpp-include	generated/shaders/spirv/atomic_draw_path.vert.h	generated-from-owned-source	renderer/src/shaders/spirv/atomic_draw_path.main	03327dcdaa878b265f76d721cb321e047f87e5df4e8b40dc4cb923623e4ab99b	vulkan:renderer:vulkan_shaders	shader:source:atomic_draw_path
vulkan	renderer/src/vulkan/vulkan_shaders.cpp	34	cpp-include	generated/shaders/spirv/atomic_draw_path.frag.h	generated-from-owned-source	renderer/src/shaders/spirv/atomic_draw_path.main	03327dcdaa878b265f76d721cb321e047f87e5df4e8b40dc4cb923623e4ab99b	vulkan:renderer:vulkan_shaders	shader:source:atomic_draw_path
vulkan	renderer/src/vulkan/vulkan_shaders.cpp	35	cpp-include	generated/shaders/spirv/atomic_draw_path.fixedcolor_frag.h	generated-from-owned-source	renderer/src/shaders/spirv/atomic_draw_path.main	03327dcdaa878b265f76d721cb321e047f87e5df4e8b40dc4cb923623e4ab99b	vulkan:renderer:vulkan_shaders	shader:source:atomic_draw_path
vulkan	renderer/src/vulkan/vulkan_shaders.cpp	36	cpp-include	generated/shaders/spirv/atomic_draw_interior_triangles.vert.h	generated-from-owned-source	renderer/src/shaders/spirv/atomic_draw_interior_triangles.main	1a1c47d985e4e4889316b0fd7ba7102eb94f97e9ada55c964cb36118ef410d45	vulkan:renderer:vulkan_shaders	shader:source:atomic_draw_interior_triangles
vulkan	renderer/src/vulkan/vulkan_shaders.cpp	37	cpp-include	generated/shaders/spirv/atomic_draw_interior_triangles.frag.h	generated-from-owned-source	renderer/src/shaders/spirv/atomic_draw_interior_triangles.main	1a1c47d985e4e4889316b0fd7ba7102eb94f97e9ada55c964cb36118ef410d45	vulkan:renderer:vulkan_shaders	shader:source:atomic_draw_interior_triangles
vulkan	renderer/src/vulkan/vulkan_shaders.cpp	38	cpp-include	generated/shaders/spirv/atomic_draw_interior_triangles.fixedcolor_frag.h	generated-from-owned-source	renderer/src/shaders/spirv/atomic_draw_interior_triangles.main	1a1c47d985e4e4889316b0fd7ba7102eb94f97e9ada55c964cb36118ef410d45	vulkan:renderer:vulkan_shaders	shader:source:atomic_draw_interior_triangles
vulkan	renderer/src/vulkan/vulkan_shaders.cpp	39	cpp-include	generated/shaders/spirv/atomic_draw_atlas_blit.vert.h	generated-from-owned-source	renderer/src/shaders/spirv/atomic_draw_atlas_blit.main	c5d2e1d8e70a1c4bf50a5ba40993860f15ac680d3ebfcd78ea30c1ce81e6a669	vulkan:renderer:vulkan_shaders	shader:source:atomic_draw_atlas_blit
vulkan	renderer/src/vulkan/vulkan_shaders.cpp	40	cpp-include	generated/shaders/spirv/atomic_draw_atlas_blit.frag.h	generated-from-owned-source	renderer/src/shaders/spirv/atomic_draw_atlas_blit.main	c5d2e1d8e70a1c4bf50a5ba40993860f15ac680d3ebfcd78ea30c1ce81e6a669	vulkan:renderer:vulkan_shaders	shader:source:atomic_draw_atlas_blit
vulkan	renderer/src/vulkan/vulkan_shaders.cpp	41	cpp-include	generated/shaders/spirv/atomic_draw_atlas_blit.fixedcolor_frag.h	generated-from-owned-source	renderer/src/shaders/spirv/atomic_draw_atlas_blit.main	c5d2e1d8e70a1c4bf50a5ba40993860f15ac680d3ebfcd78ea30c1ce81e6a669	vulkan:renderer:vulkan_shaders	shader:source:atomic_draw_atlas_blit
vulkan	renderer/src/vulkan/vulkan_shaders.cpp	42	cpp-include	generated/shaders/spirv/atomic_draw_image_rect.vert.h	generated-from-owned-source	renderer/src/shaders/spirv/atomic_draw_image_rect.main	2b7fa330f9aeb79855911a67fa76270a8d1a8b83cb8fac297886d0a362b018cf	vulkan:renderer:vulkan_shaders	shader:source:atomic_draw_image_rect
vulkan	renderer/src/vulkan/vulkan_shaders.cpp	43	cpp-include	generated/shaders/spirv/atomic_draw_image_rect.frag.h	generated-from-owned-source	renderer/src/shaders/spirv/atomic_draw_image_rect.main	2b7fa330f9aeb79855911a67fa76270a8d1a8b83cb8fac297886d0a362b018cf	vulkan:renderer:vulkan_shaders	shader:source:atomic_draw_image_rect
vulkan	renderer/src/vulkan/vulkan_shaders.cpp	44	cpp-include	generated/shaders/spirv/atomic_draw_image_rect.fixedcolor_frag.h	generated-from-owned-source	renderer/src/shaders/spirv/atomic_draw_image_rect.main	2b7fa330f9aeb79855911a67fa76270a8d1a8b83cb8fac297886d0a362b018cf	vulkan:renderer:vulkan_shaders	shader:source:atomic_draw_image_rect
vulkan	renderer/src/vulkan/vulkan_shaders.cpp	45	cpp-include	generated/shaders/spirv/atomic_draw_image_mesh.vert.h	generated-from-owned-source	renderer/src/shaders/spirv/atomic_draw_image_mesh.main	06fbd52a990b3ae38b460b661967cb8069787621948308d1eb8cdfda83522276	vulkan:renderer:vulkan_shaders	shader:source:atomic_draw_image_mesh
vulkan	renderer/src/vulkan/vulkan_shaders.cpp	46	cpp-include	generated/shaders/spirv/atomic_draw_image_mesh.frag.h	generated-from-owned-source	renderer/src/shaders/spirv/atomic_draw_image_mesh.main	06fbd52a990b3ae38b460b661967cb8069787621948308d1eb8cdfda83522276	vulkan:renderer:vulkan_shaders	shader:source:atomic_draw_image_mesh
vulkan	renderer/src/vulkan/vulkan_shaders.cpp	47	cpp-include	generated/shaders/spirv/atomic_draw_image_mesh.fixedcolor_frag.h	generated-from-owned-source	renderer/src/shaders/spirv/atomic_draw_image_mesh.main	06fbd52a990b3ae38b460b661967cb8069787621948308d1eb8cdfda83522276	vulkan:renderer:vulkan_shaders	shader:source:atomic_draw_image_mesh
vulkan	renderer/src/vulkan/vulkan_shaders.cpp	48	cpp-include	generated/shaders/spirv/atomic_resolve.vert.h	generated-from-owned-source	renderer/src/shaders/spirv/atomic_resolve.main	40fa708b2c8d1750c12353519998cadf129a4872ccb5798d21ccbf97e145781b	vulkan:renderer:vulkan_shaders	shader:source:atomic_resolve
vulkan	renderer/src/vulkan/vulkan_shaders.cpp	49	cpp-include	generated/shaders/spirv/atomic_resolve.frag.h	generated-from-owned-source	renderer/src/shaders/spirv/atomic_resolve.main	40fa708b2c8d1750c12353519998cadf129a4872ccb5798d21ccbf97e145781b	vulkan:renderer:vulkan_shaders	shader:source:atomic_resolve
